Number,CallDecisionYear,CountryIsoCode,FundingInstrumentGaReporting,Country,Continent,research_area
129384,2009,FR,Fellowships,France,Europe,LS
129385,2009,US,Fellowships,United States,North America,LS
129386,2009,UK,Fellowships,United Kingdom,Europe,LS
129387,2009,US,Fellowships,United States,North America,LS
129397,2009,CA,Fellowships,Canada,North America,LS
129398,2009,UK,Fellowships,United Kingdom,Europe,LS
129399,2009,MX,Fellowships,NA,Latin America,SSH
129406,2009,UK,Fellowships,United Kingdom,Europe,LS
129408,2009,CA,Fellowships,Canada,North America,SSH
129415,2009,CA,Fellowships,Canada,North America,LS
129415,2009,CA,Fellowships,Canada,North America,LS
129416,2009,US,Fellowships,United States,North America,MINT
129421,2009,US,Fellowships,United States,North America,LS
129423,2009,US,Fellowships,United States,North America,LS
129427,2009,BE,Fellowships,Belgium,Europe,LS
129430,2009,US,Fellowships,United States,North America,LS
129433,2009,UK,Fellowships,United Kingdom,Europe,LS
129440,2009,UK,Fellowships,United Kingdom,Europe,SSH
129442,2009,FR,Fellowships,France,Europe,SSH
129449,2009,US,Fellowships,United States,North America,LS
129450,2009,NZ,Fellowships,NA,Oceania,MINT
129464,2009,NZ,Fellowships,NA,Oceania,SSH
129505,2009,UK,Fellowships,United Kingdom,Europe,MINT
129509,2009,US,Fellowships,United States,North America,MINT
129512,2009,DE,Fellowships,Germany,Europe,MINT
129520,2010,IT,Fellowships,Italy,Europe,MINT
129524,2009,US,Fellowships,United States,North America,MINT
129527,2009,DK,Fellowships,NA,Europe,MINT
129528,2009,US,Fellowships,United States,North America,MINT
129530,2009,US,Fellowships,United States,North America,MINT
129545,2009,UK,Fellowships,United Kingdom,Europe,MINT
129664,2009,US,Fellowships,United States,North America,MINT
129681,2009,CA,Fellowships,Canada,North America,LS
129691,2009,US,Fellowships,United States,North America,MINT
129750,2009,US,Fellowships,United States,North America,MINT
129786,2009,DE,Fellowships,Germany,Europe,MINT
129803,2009,US,Fellowships,United States,North America,LS
129819,2009,CA,Fellowships,Canada,North America,SSH
129848,2009,US,Fellowships,United States,North America,MINT
129853,2009,US,Fellowships,United States,North America,MINT
129883,2009,UG,Fellowships,NA,Africa,LS
129883,2009,US,Fellowships,United States,North America,LS
129903,2009,ES,Fellowships,Spain,Europe,LS
130103,2009,FR,Fellowships,France,Europe,MINT
130140,2009,US,Fellowships,United States,North America,LS
130157,2009,FI,Fellowships,NA,Europe,MINT
130173,2009,SE,Fellowships,Sweden,Europe,LS
130176,2009,DK,Fellowships,NA,Europe,LS
130209,2009,BE,Fellowships,Belgium,Europe,LS
130214,2009,CA,Fellowships,Canada,North America,MINT
130366,2009,DE,Fellowships,Germany,Europe,MINT
130438,2009,US,Fellowships,United States,North America,LS
130485,2009,US,Fellowships,United States,North America,MINT
130485,2009,US,Fellowships,United States,North America,MINT
130502,2009,US,Fellowships,United States,North America,MINT
130502,2009,US,Fellowships,United States,North America,MINT
130503,2009,JP,Fellowships,NA,Asia,MINT
130507,2009,UK,Fellowships,United Kingdom,Europe,MINT
130507,2009,UK,Fellowships,United Kingdom,Europe,MINT
130585,2009,US,Fellowships,United States,North America,MINT
130595,2009,CA,Fellowships,Canada,North America,SSH
130612,2010,US,Fellowships,United States,North America,LS
130614,2009,CA,Fellowships,Canada,North America,LS
130635,2009,US,Fellowships,United States,North America,LS
130643,2009,PG,Fellowships,NA,Oceania,LS
130643,2009,AU,Fellowships,Australia,Oceania,LS
130810,2009,DE,Fellowships,Germany,Europe,SSH
130854,2009,UK,Fellowships,United Kingdom,Europe,SSH
130858,2009,US,Fellowships,United States,North America,LS
130871,2009,US,Fellowships,United States,North America,MINT
130873,2009,US,Fellowships,United States,North America,MINT
130874,2009,US,Fellowships,United States,North America,LS
130877,2009,US,Fellowships,United States,North America,MINT
130878,2009,US,Fellowships,United States,North America,LS
130888,2009,DE,Fellowships,Germany,Europe,SSH
130888,2009,DE,Fellowships,Germany,Europe,SSH
130889,2009,FR,Fellowships,France,Europe,MINT
130894,2009,NL,Fellowships,Netherlands,Europe,MINT
130894,2009,US,Fellowships,United States,North America,MINT
130895,2009,UK,Fellowships,United Kingdom,Europe,MINT
130905,2009,US,Fellowships,United States,North America,SSH
130906,2009,UK,Fellowships,United Kingdom,Europe,MINT
130907,2009,US,Fellowships,United States,North America,MINT
130908,2009,UK,Fellowships,United Kingdom,Europe,LS
130908,2009,US,Fellowships,United States,North America,LS
130909,2009,UK,Fellowships,United Kingdom,Europe,SSH
130910,2009,NZ,Fellowships,NA,Oceania,LS
130910,2009,NZ,Fellowships,NA,Oceania,LS
130912,2009,CA,Fellowships,Canada,North America,MINT
130913,2009,US,Fellowships,United States,North America,MINT
130915,2009,US,Fellowships,United States,North America,MINT
130916,2009,UK,Fellowships,United Kingdom,Europe,MINT
130919,2009,DE,Fellowships,Germany,Europe,MINT
130927,2009,US,Fellowships,United States,North America,LS
130930,2009,US,Fellowships,United States,North America,LS
130935,2009,DE,Fellowships,Germany,Europe,MINT
130939,2009,CA,Fellowships,Canada,North America,LS
130940,2009,US,Fellowships,United States,North America,MINT
130945,2009,ES,Fellowships,Spain,Europe,MINT
130947,2009,US,Fellowships,United States,North America,MINT
130949,2009,US,Fellowships,United States,North America,LS
130953,2009,UK,Fellowships,United Kingdom,Europe,LS
130955,2009,US,Fellowships,United States,North America,MINT
130956,2009,UK,Fellowships,United Kingdom,Europe,LS
130963,2009,CA,Fellowships,Canada,North America,LS
130966,2009,US,Fellowships,United States,North America,MINT
130971,2009,IL,Fellowships,NA,Asia,SSH
130979,2009,US,Fellowships,United States,North America,SSH
130979,2009,US,Fellowships,United States,North America,SSH
130979,2009,US,Fellowships,United States,North America,SSH
130979,2009,US,Fellowships,United States,North America,SSH
130981,2009,FR,Fellowships,France,Europe,SSH
130981,2009,US,Fellowships,United States,North America,SSH
130981,2009,IT,Fellowships,Italy,Europe,SSH
130982,2009,US,Fellowships,United States,North America,LS
130984,2009,US,Fellowships,United States,North America,LS
130988,2009,US,Fellowships,United States,North America,LS
130990,2009,US,Fellowships,United States,North America,LS
130992,2009,LU,Fellowships,NA,Europe,SSH
130992,2009,IT,Fellowships,Italy,Europe,SSH
130999,2009,DK,Fellowships,NA,Europe,LS
131006,2009,NO,Fellowships,NA,Europe,LS
131017,2009,NL,Fellowships,Netherlands,Europe,LS
131017,2009,DE,Fellowships,Germany,Europe,LS
131020,2009,ES,Fellowships,Spain,Europe,LS
131022,2009,US,Fellowships,United States,North America,SSH
131024,2009,US,Fellowships,United States,North America,LS
131026,2009,DE,Fellowships,Germany,Europe,SSH
131029,2009,SE,Fellowships,Sweden,Europe,LS
131032,2009,BE,Fellowships,Belgium,Europe,SSH
131040,2009,AU,Fellowships,Australia,Oceania,LS
131041,2009,AU,Fellowships,Australia,Oceania,LS
131042,2009,UK,Fellowships,United Kingdom,Europe,LS
131043,2009,US,Fellowships,United States,North America,SSH
131044,2009,US,Fellowships,United States,North America,MINT
131045,2009,US,Fellowships,United States,North America,SSH
131052,2010,US,Fellowships,United States,North America,LS
131100,2010,US,Fellowships,United States,North America,MINT
131125,2010,FR,Fellowships,France,Europe,LS
131129,2010,NO,Fellowships,NA,Europe,MINT
131130,2010,US,Fellowships,United States,North America,SSH
131130,2010,FR,Fellowships,France,Europe,SSH
131132,2010,AU,Fellowships,Australia,Oceania,MINT
131135,2010,US,Fellowships,United States,North America,MINT
131136,2010,BE,Fellowships,Belgium,Europe,SSH
131153,2010,UK,Fellowships,United Kingdom,Europe,MINT
131154,2010,UK,Fellowships,United Kingdom,Europe,LS
131169,2010,US,Fellowships,United States,North America,SSH
131224,2010,US,Fellowships,United States,North America,MINT
131251,2010,US,Fellowships,United States,North America,MINT
131252,2010,UK,Fellowships,United Kingdom,Europe,SSH
131252,2010,UK,Fellowships,United Kingdom,Europe,SSH
131285,2010,FR,Fellowships,France,Europe,SSH
131285,2010,ES,Fellowships,Spain,Europe,SSH
131298,2010,US,Fellowships,United States,North America,LS
131368,2010,FR,Fellowships,France,Europe,SSH
131372,2010,CA,Fellowships,Canada,North America,SSH
131383,2010,NZ,Fellowships,NA,Oceania,MINT
131384,2010,US,Fellowships,United States,North America,SSH
131385,2010,US,Fellowships,United States,North America,SSH
131388,2010,CA,Fellowships,Canada,North America,SSH
131391,2010,UK,Fellowships,United Kingdom,Europe,SSH
131391,2010,US,Fellowships,United States,North America,SSH
131391,2010,FI,Fellowships,NA,Europe,SSH
131397,2010,US,Fellowships,United States,North America,LS
131398,2010,UK,Fellowships,United Kingdom,Europe,LS
131431,2010,DE,Fellowships,Germany,Europe,SSH
131431,2010,US,Fellowships,United States,North America,SSH
131433,2010,US,Fellowships,United States,North America,SSH
131433,2010,US,Fellowships,United States,North America,SSH
131433,2010,US,Fellowships,United States,North America,SSH
131433,2010,US,Fellowships,United States,North America,SSH
131435,2010,US,Fellowships,United States,North America,SSH
131436,2010,DE,Fellowships,Germany,Europe,SSH
131440,2010,UK,Fellowships,United Kingdom,Europe,SSH
131441,2010,US,Fellowships,United States,North America,SSH
131441,2010,UK,Fellowships,United Kingdom,Europe,SSH
131442,2010,IT,Fellowships,Italy,Europe,SSH
131442,2010,IT,Fellowships,Italy,Europe,SSH
131442,2010,IT,Fellowships,Italy,Europe,SSH
131442,2010,IT,Fellowships,Italy,Europe,SSH
131442,2010,IT,Fellowships,Italy,Europe,SSH
131442,2010,IT,Fellowships,Italy,Europe,SSH
131442,2010,IT,Fellowships,Italy,Europe,SSH
131442,2010,IT,Fellowships,Italy,Europe,SSH
131444,2010,IE,Fellowships,NA,Europe,MINT
131448,2010,US,Fellowships,United States,North America,SSH
131450,2010,NZ,Fellowships,NA,Oceania,MINT
131451,2010,US,Fellowships,United States,North America,SSH
131451,2010,US,Fellowships,United States,North America,SSH
131452,2010,US,Fellowships,United States,North America,MINT
131454,2010,US,Fellowships,United States,North America,MINT
131456,2010,UK,Fellowships,United Kingdom,Europe,MINT
131460,2010,UK,Fellowships,United Kingdom,Europe,MINT
131462,2010,US,Fellowships,United States,North America,MINT
131464,2010,UK,Fellowships,United Kingdom,Europe,MINT
131470,2010,US,Fellowships,United States,North America,LS
131471,2010,UK,Fellowships,United Kingdom,Europe,SSH
131471,2010,UK,Fellowships,United Kingdom,Europe,SSH
131474,2010,AU,Fellowships,Australia,Oceania,SSH
131474,2010,AU,Fellowships,Australia,Oceania,SSH
131475,2010,US,Fellowships,United States,North America,LS
131480,2010,US,Fellowships,United States,North America,LS
131482,2010,US,Fellowships,United States,North America,SSH
131485,2010,UK,Fellowships,United Kingdom,Europe,LS
131491,2010,SE,Fellowships,Sweden,Europe,LS
131492,2010,US,Fellowships,United States,North America,LS
131493,2010,US,Fellowships,United States,North America,LS
131494,2010,US,Fellowships,United States,North America,LS
131495,2010,DK,Fellowships,NA,Europe,LS
131496,2010,CA,Fellowships,Canada,North America,LS
131498,2010,US,Fellowships,United States,North America,LS
131499,2010,DE,Fellowships,Germany,Europe,LS
131499,2010,DE,Fellowships,Germany,Europe,LS
131500,2010,DE,Fellowships,Germany,Europe,SSH
131501,2010,CA,Fellowships,Canada,North America,LS
131502,2010,FR,Fellowships,France,Europe,SSH
131502,2010,US,Fellowships,United States,North America,SSH
131503,2010,US,Fellowships,United States,North America,LS
131504,2010,US,Fellowships,United States,North America,LS
131507,2010,UK,Fellowships,United Kingdom,Europe,SSH
131507,2010,DE,Fellowships,Germany,Europe,SSH
131507,2010,UK,Fellowships,United Kingdom,Europe,SSH
131507,2010,UK,Fellowships,United Kingdom,Europe,SSH
131508,2010,US,Fellowships,United States,North America,LS
131509,2010,UK,Fellowships,United Kingdom,Europe,SSH
131509,2010,US,Fellowships,United States,North America,SSH
131511,2010,CA,Fellowships,Canada,North America,SSH
131512,2010,UK,Fellowships,United Kingdom,Europe,SSH
131512,2010,UK,Fellowships,United Kingdom,Europe,SSH
131514,2010,UK,Fellowships,United Kingdom,Europe,SSH
131514,2010,FR,Fellowships,France,Europe,SSH
131515,2010,US,Fellowships,United States,North America,SSH
131519,2010,DE,Fellowships,Germany,Europe,SSH
131522,2010,BE,Fellowships,Belgium,Europe,SSH
131523,2010,AT,Fellowships,Austria,Europe,SSH
131523,2010,DE,Fellowships,Germany,Europe,SSH
131523,2010,ES,Fellowships,Spain,Europe,SSH
131551,2010,AU,Fellowships,Australia,Oceania,MINT
131551,2010,US,Fellowships,United States,North America,MINT
131554,2010,CA,Fellowships,Canada,North America,LS
131559,2010,US,Fellowships,United States,North America,MINT
131562,2010,FR,Fellowships,France,Europe,SSH
131562,2010,VN,Fellowships,NA,Asia,SSH
131562,2010,US,Fellowships,United States,North America,SSH
131564,2010,US,Fellowships,United States,North America,LS
131566,2010,US,Fellowships,United States,North America,SSH
131567,2010,US,Fellowships,United States,North America,LS
131568,2010,US,Fellowships,United States,North America,SSH
131814,2010,US,Fellowships,United States,North America,LS
131816,2010,US,Fellowships,United States,North America,LS
131833,2010,AU,Fellowships,Australia,Oceania,LS
131842,2010,US,Fellowships,United States,North America,SSH
131894,2010,DE,Fellowships,Germany,Europe,MINT
132006,2010,PL,Fellowships,NA,Europe,MINT
132476,2010,UK,Fellowships,United Kingdom,Europe,LS
132527,2010,UK,Fellowships,United Kingdom,Europe,LS
132546,2010,NO,Fellowships,NA,Europe,LS
132551,2010,US,Fellowships,United States,North America,LS
132554,2010,UK,Fellowships,United Kingdom,Europe,LS
132560,2010,AU,Fellowships,Australia,Oceania,LS
132563,2010,US,Fellowships,United States,North America,LS
132566,2010,US,Fellowships,United States,North America,LS
132571,2010,CA,Fellowships,Canada,North America,LS
132573,2010,BE,Fellowships,Belgium,Europe,LS
132622,2010,US,Fellowships,United States,North America,LS
132628,2010,US,Fellowships,United States,North America,SSH
132747,2010,US,Fellowships,United States,North America,LS
132784,2010,US,Fellowships,United States,North America,SSH
132791,2010,US,Fellowships,United States,North America,MINT
132796,2010,UK,Fellowships,United Kingdom,Europe,MINT
132801,2010,AT,Fellowships,Austria,Europe,LS
132943,2010,NL,Fellowships,Netherlands,Europe,LS
132959,2010,US,Fellowships,United States,North America,LS
132966,2010,US,Fellowships,United States,North America,SSH
132975,2010,US,Fellowships,United States,North America,MINT
133002,2010,US,Fellowships,United States,North America,SSH
133010,2010,US,Fellowships,United States,North America,SSH
133026,2010,US,Fellowships,United States,North America,LS
133047,2010,SE,Fellowships,Sweden,Europe,LS
133071,2010,US,Fellowships,United States,North America,LS
133162,2010,DE,Fellowships,Germany,Europe,LS
133162,2010,US,Fellowships,United States,North America,LS
133164,2010,US,Fellowships,United States,North America,MINT
133184,2010,JP,Fellowships,NA,Asia,SSH
133211,2010,US,Fellowships,United States,North America,MINT
133212,2010,US,Fellowships,United States,North America,LS
133212,2010,US,Fellowships,United States,North America,LS
133213,2010,US,Fellowships,United States,North America,MINT
133217,2010,NL,Fellowships,Netherlands,Europe,SSH
133217,2010,US,Fellowships,United States,North America,SSH
133221,2010,US,Fellowships,United States,North America,MINT
133225,2010,NL,Fellowships,Netherlands,Europe,MINT
133227,2010,US,Fellowships,United States,North America,MINT
133230,2010,US,Fellowships,United States,North America,MINT
133235,2010,NL,Fellowships,Netherlands,Europe,LS
133241,2010,US,Fellowships,United States,North America,MINT
133243,2010,UK,Fellowships,United Kingdom,Europe,MINT
133244,2010,AU,Fellowships,Australia,Oceania,LS
133245,2010,US,Fellowships,United States,North America,MINT
133246,2010,JP,Fellowships,NA,Asia,MINT
133248,2010,US,Fellowships,United States,North America,SSH
